Accessibility,Perceived_Usefulness,Perceived_Ease_of_Use,Subjective_Norm
0.53089287388208,-0.014307082743405605,1.1502726688619622,1.122214389954136
-2.2282758332298958,1.102459044194489,0.3111323681315685,-1.212955667221432
1.0827266153044754,-3.9229885270260376,-3.8845691355203997,1.122214389954136
0.53089287388208,0.5440759807255413,0.0314189345547709,0.7330193804248745
-0.5727746089627102,-2.2478393366191955,-2.2062885340596123,-0.4345656481629096
1.0827266153044754,0.4323993680317522,0.0314189345547709,-0.9210594100744861
-0.020940867540314757,-0.014307082743405605,0.5908458017083661,0.7330193804248745
0.53089287388208,-0.014307082743405605,0.0314189345547709,1.122214389954136
1.0827266153044754,-0.5726901462123533,-0.10843778223362828,1.122214389954136
0.53089287388208,0.5440759807255413,-0.5280079325988251,0.7330193804248745
0.668851309237679,1.102459044194489,1.1502726688619622,1.122214389954136
0.53089287388208,0.5440759807255413,0.5908458017083661,0.34382437089561346
1.0827266153044754,0.5440759807255413,0.0314189345547709,0.7330193804248745
-0.1588993028959138,0.26488444899106783,0.0314189345547709,0.538421875660244
-0.5727746089627102,-2.2478393366191955,-2.2062885340596123,-0.04537063863364806
0.668851309237679,0.26488444899106783,-0.5280079325988251,-0.04537063863364806
-1.1246083503851056,1.102459044194489,1.1502726688619622,-0.4345656481629096
0.53089287388208,0.5440759807255413,0.7307025184967654,1.122214389954136
-2.2282758332298958,-1.6894562731502478,-1.6468616669060163,-1.212955667221432
1.0827266153044754,-0.1539028486106427,-0.5280079325988251,1.122214389954136
0.2549760031708826,0.7674292061131202,0.0314189345547709,-2.08864443866227
1.0827266153044754,-0.014307082743405605,1.1502726688619622,0.34382437089561346
1.0827266153044754,1.102459044194489,1.1502726688619622,1.122214389954136
0.2549760031708826,1.102459044194489,0.5908458017083661,0.538421875660244
-0.5727746089627102,0.09736952995038348,-0.5280079325988251,-2.3805406958092163
-0.5727746089627102,-0.5726901462123533,-0.5280079325988251,-0.9210594100744861
-0.020940867540314757,-0.5726901462123533,-0.5280079325988251,0.34382437089561346
-1.400525221096303,-0.9914774438140638,-1.087434799752421,-0.04537063863364806
1.0827266153044754,-0.014307082743405605,0.5908458017083661,0.7330193804248745
1.0827266153044754,-0.5726901462123533,0.5908458017083661,-0.04537063863364806
-0.5727746089627102,0.5440759807255413,0.5908458017083661,0.7330193804248745
1.0827266153044754,0.5440759807255413,0.5908458017083661,0.34382437089561346
-0.5727746089627102,-2.2478393366191955,-2.2062885340596123,-0.4345656481629096
-0.020940867540314757,0.5440759807255413,0.5908458017083661,0.34382437089561346
1.0827266153044754,1.102459044194489,1.1502726688619622,-2.3805406958092163
0.53089287388208,0.5440759807255413,1.1502726688619622,0.34382437089561346
0.668851309237679,0.6836717465927784,0.5908458017083661,1.122214389954136
0.2549760031708826,0.26488444899106783,0.5908458017083661,1.122214389954136
